Names,variety,country_norm,color_simple,price_level,abv_level,ABV,Ratings,Ratingsnum,Prices
Domaine Marie et Florian Curtet Vin de Savoie Autrement Rouge 2018,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,38.99
Domaine Marie et Florian Curtet Frisson des Cimes 2019,"""Other Red Blends",US,Red Wine,high,medium,,0.0,0,50.99
Domaine Marie et Florian Curtet Vin de Savoie Mondeuse 2017,"""Mondeuse",US,Red Wine,medium,medium,,3.4,5,49.99
Domaine Marquis d'Angerville Volnay Taillepieds Premier Cru (1.5 Liter Magnum) 2009,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,559.97
Domaine Marquis d'Angerville Volnay Taillepieds Premier Cru 1999,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,389.97
Domaine Marquis d'Angerville Volnay Clos des Ducs Premier Cru Monopole 1996,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,339.97
Domaine Marquis d'Angerville Volnay Clos des Ducs Premier Cru Monopole 2005,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,639.97
Domaine Marquis d'Angerville Volnay Clos des Ducs Premier Cru Monopole (375ML half-bottle) 2010,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,279.97
Domaine Marquis d'Angerville Volnay Fremiet Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,179.99
Domaine Martin Sancerre Chavignol 2021,"""Sauvignon Blanc",US,White Wine,medium,medium,,0.0,0,28.99
Domaine Matrot Volnay Santenots Premier Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,88.99
Domaine Matrot Monthelie 2016,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,57.99
Domaine Matrot Meursault Blagny Premier Cru 2018,"""Chardonnay",US,White Wine,high,medium,,0.0,0,95.99
Domaine Matrot Meursault Rouge 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,64.99
Domaine Matrot Meursault Blagny Premier Cru (375ML half-bottle) 2018,"""Chardonnay",US,White Wine,high,medium,,0.0,0,50.99
Domaine Matrot Bourgogne Pinot Noir 2019,"""Pinot Noir",France,Red Wine,medium,medium,,0.0,0,40.99
Domaine Matrot Maranges la Fussiere Premier Cru 2017,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,38.99
Domaine Matrot Maranges Vieilles Vignes 2019,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,44.99
Domaine Meo-Camuzet Clos de Vougeot Grand Cru Pres le Cellier 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,450.99
Domaine Meo-Camuzet Corton Les Perrieres Grand Cru 2016,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,399.99
Domaine Meo-Camuzet Clos de Vougeot Grand Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,440.99
Domaine Meo-Camuzet Echezeaux Grand Cru 2011,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,499.97
Domaine Michel Barraud Macon-Villages 2020,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,24.99
Domaine Michel Bregeon Muscadet Sevre Et Maine Sur Lie 2020,"""Melon de Bourgogne",US,White Wine,low,medium,,0.0,0,19.99
Domaine Michel Chignard Julienas Beauvernay 2019,"""Gamay",US,Red Wine,medium,medium,,0.0,0,31.99
Domaine Michel Chignard Les Moriers Fleurie 2020,"""Gamay",US,Red Wine,medium,medium,,0.0,0,28.99
Domaine Michel Gros Vosne-Romanee Clos des Reas Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,209.99
Domaine Michel Gros Hautes Cotes de Nuits Fontaine St. Martin Monopole 2018,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,46.99
Domaine Michel Guignier Beaujolais 2020,"""Gamay",US,Red Wine,low,medium,,0.0,0,16.99
Domaine Michel Niellon Chassagne-Montrachet Rouge 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,77.99
Domaine Michel Tete Saint Amour Les Capitans 2020,"""Gamay",US,Red Wine,medium,medium,,0.0,0,24.99
Domaine Michel Tete Julienas Cuvee Tradition 2020,"""Gamay",US,Red Wine,medium,medium,,3.8,14,24.99
Domaine Michelot Meursault Perrieres Premier Cru 2018,"""Chardonnay",US,White Wine,high,medium,,0.0,0,159.99
Domaine Michelot Meursault Sous la Velle 2020,"""Chardonnay",US,White Wine,high,medium,,0.0,0,89.99
Domaine Montrose Solis Lumen Rose 2021,"""Rosé",US,Red Wine,low,medium,,4.6,31,13.99
Domaine Nerantzi Malagousia 2021,Other White Wine,US,White Wine,low,medium,0.0,0.0,0,18.99
Domaine Nerantzi Assyrtiko 2021,Assyrtiko,US,White Wine,medium,medium,0.0,0.0,0,22.99
Domaine Nerantzi Syrah 2013,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,52.99
Domaine Nerantzi Pentapolis 2017,"""Other White Blends",US,White Wine,medium,medium,,3.6,6,23.99
Domaine Nerantzi Koniaros 2015,"""Other Red Wine",US,Red Wine,high,medium,,0.0,0,73.99
Domaine Nico Histoire d'A Pinot Noir 2020,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,49.99
Domaine Nico Grand Mere Pinot Noir 2020,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,29.99
Domaine Nico Le Paradis Pinot Noir 2016,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,350.99
Domaine Nico Grand Pere Pinot Noir 2020,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,29.99
Domaine Nico La Savante Pinot Noir 2020,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,49.99
Domaine Nicolas Croze Cotes du Rhone Les 3 Grains Rouge 2018,"""Rhone Red Blends",US,Red Wine,low,medium,,0.0,0,13.99
Domaine Nicolas Croze Cotes du Rhone Les 3 Grains Blanc 2018,"""Rhone White Blends",US,White Wine,low,medium,,0.0,0,15.98
Domaine Nicolas Rossignol Pommard Rugiens Premier Cru 2011,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,129.97
Domaine Nicolas Rossignol Volnay Premier Cru Caillerets 2010,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,139.97
Domaine Nicolas Rossignol Pommard les Epenots Premier Cru 2012,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,199.97
Domaine Normand Macon La Roche Vineuse 2019,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,23.99
Domaine Parent Ladoix La Corvee Premier Cru 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,94.99
Domaine Parent Pommard La Croix Blanche 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,109.99
Domaine Parent Pommard Les Chanlins Premier Cru 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,159.99
Domaine Parent Pommard Les Epenots Premier Cru 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,219.99
Domaine Parent Pommard Les Argillieres Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,129.99
Domaine Parent Pommard Les Chaponnieres Premier Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,144.99
Domaine Parent Corton Grand Cru Blanc 2018,"""Chardonnay",US,White Wine,high,medium,,0.0,0,284.99
Domaine Parent Pommard Les Chanlins Premier Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,129.99
Domaine Patrick & Christophe Bonnefond Cote-Rotie Colline de Couzou 2017,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,56.99
Domaine Paul Autard Chateauneuf-du-Pape Blanc 2019,"""Rhone White Blends",US,White Wine,high,medium,,0.0,0,53.99
Domaine Paul Autard Cote Ronde Chateauneuf-du-Pape 2018,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,54.99
Domaine Paul Autard Juline Chateauneuf-du-Pape 2018,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,99.99
Domaine Paul Autard Cotes du Rhone 2019,"""Rhone Red Blends",US,Red Wine,low,medium,,0.0,0,18.99
Domaine Paul Autard Chateauneuf-du-Pape 2018,"""Rhone Red Blends",US,Red Wine,high,medium,,3.9,20,67.99
Domaine Paul Buisse Touraine Sauvignon 2021,"""Sauvignon Blanc",US,White Wine,low,medium,,0.0,0,14.99
Domaine Paul Buisse Chinon 2020,"""Cabernet Franc",US,Red Wine,low,medium,,3.9,22,15.99
Domaine Paul Pillot Bourgogne Pinot Noir 2020,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,44.99
Domaine Paul Thomas Sancerre Chavignol Blanc 2021,"""Sauvignon Blanc",US,White Wine,medium,medium,,0.0,0,34.99
Domaine Paul Thomas Sancerre Rouge 2020,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,32.99
Domaine Pelaquie Cotes du Rhone Villages Laudun 2019,"""Rhone Red Blends",US,Red Wine,low,medium,,0.0,0,15.99
Domaine Pelaquie Cotes du Rhone Blanc 2020,"""Rhone White Blends",US,White Wine,low,medium,,0.0,0,13.99
Domaine Pelaquie Cotes du Rhone Rouge 2020,"""Rhone Red Blends",US,Red Wine,low,medium,,0.0,0,13.99
Domaine Perrot-Minot Chambolle-Musigny Les Charmes Vieilles Vignes Premier Cru 2012,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,229.97
Domaine Perrot-Minot Charmes-Chambertin Grand Cru 2013,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,349.97
Domaine Perrot-Minot Chapelle-Chambertin Grand Cru 2012,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,449.97
Domaine Perrot-Minot Charmes-Chambertin Vieilles Vignes Grand Cru 1998,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,419.97
Domaine Perrot-Minot Charmes-Chambertin Grand Cru 2014,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,420.99
Domaine Perrot-Minot Chapelle-Chambertin Grand Cru 2013,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,399.97
Domaine Perrot-Minot Nuits-Saint-Georges La Richemone Premier Cru Vignes Centenaires 2012,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,299.97
Domaine Perrot-Minot Chambolle-Musigny La Combe d'Orveau Premier Cru 2012,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,379.97
Domaine Perrot-Minot Charmes-Chambertin Vieilles Vignes Grand Cru 1999,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,419.97
Domaine Perrot-Minot Mazoyeres-Chambertin Grand Cru (torn label) 2009,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,339.97
Domaine Perrot-Minot Griotte-Chambertin Grand Cru 2013,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,329.97
Domaine Perrot-Minot Charmes-Chambertin Grand Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,499.99
Domaine Perrot-Minot Charmes-Chambertin Grand Cru 2012,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,299.97
Domaine Perrot-Minot Mazoyeres-Chambertin Grand Cru 2013,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,379.97
Domaine Perrot-Minot Morey-Saint-Denis La Riotte Premier Cru 2012,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,217.97
Domaine Perrot-Minot Morey-St-Denis La Riotte Premier Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,219.99
Domaine Perrot-Minot Chambertin Grand Cru 2013,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,499.97
Domaine Perrot-Minot Nuits-Saint-Georges La Richemone Premier Cru 2012,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,229.97
Domaine Pierre Guillemot Savigny-les-Beaune Vieilles Vignes 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,56.99
Domaine Pierre Guillemot Savigny-les-Beaune Dessus les Golardes Blanc 2018,"""Other White Blends",US,White Wine,high,medium,,0.0,0,54.99
Domaine Pierre Guillemot Corton Le Rognet et Corton Grand Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,139.99
Domaine Pierre Guillemot Savigny-les-Beaune Les Grands Picotins 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,61.99
Domaine Pierre Labet Bourgogne Pinot Noir Vieilles Vignes 2016,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,78.99
Domaine Pierre Labet Bourgogne Chardonnay Vieilles Vignes 2017,"""Chardonnay",US,White Wine,high,medium,,0.0,0,60.99
Domaine Pierre Labet Gevrey-Chambertin Vieilles Vignes 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,135.99
Domaine Pierre Labet Beaune Clos du dessus des Marconnets Rouge 2015,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,99.99
Domaine Pierre Labet Beaune Coucherias Premier Cru 2016,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,139.99
Domaine Pierre Usseglio et Fils Chateauneuf-du-Pape Mon Aieul 1998,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,179.97
Domaine Pinson Freres Chablis Montmain Premier Cru 2020,"""Chardonnay",France,White Wine,high,medium,,0.0,0,53.99
Domaine Pinson Freres Chablis Les Clos Grand Cru 2020,"""Chardonnay",US,White Wine,high,medium,,0.0,0,95.99
Domaine Pinson Freres Chablis Mont de Milieu Premier Cru 2020,"""Chardonnay",US,White Wine,high,medium,,0.0,0,54.99
Domaine Pinson Freres Chablis La Foret Premier Cru 2020,"""Chardonnay",France,White Wine,high,medium,,0.0,0,57.99
Domaine Ponsot Chapelle-Chambertin Grand Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,619.99
Domaine Ponsot Corton-Bressandes Grand Cru 2016,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,399.99
Domaine Ponsot Clos de la Roche Vieilles Vignes (1.5 Liter Magnum) 2009,0,US,Red Wine,low,medium,,1500.0,0,1.0
Domaine Ponsot Morey-Saint-Denis Clos des Monts Luisants Premier Cru Blanc 2018,"""Aligote",US,White Wine,high,medium,,0.0,0,218.99
Domaine Ponsot Clos de la Roche Vieilles Vignes (1.5 Liter Magnum) 2011,"""Pinot Noir",France,Red Wine,high,medium,,0.0,0,939.0
Domaine Ponsot Morey-St-Denis Cuvee des Alouettes Premier Cru 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,219.99
Domaine Ponsot Corton Cuvee du Bourdon Grand Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,349.99
Domaine Ponsot Clos de Vougeot Vieilles Vignes 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,499.99
Domaine Ponsot Clos de la Roche Grand Cru Vieilles Vignes 2016,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,749.99
Domaine Ponsot Morey-Saint-Denis Clos des Monts Luisants Premier Cru Blanc 2019,"""Aligote",US,White Wine,high,medium,,0.0,0,199.99
Domaine Ponsot Bourgogne Cuvee du Pinson 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,69.99
Domaine Ponsot Morey-St-Denis Cuvee des Grives 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,129.99
Domaine Ponsot Charmes-Chambertin Grand Cru Cuvee des Merles 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,459.99
Domaine Ponsot Clos de Vougeot Vieilles Vignes (3 Liter - faded label) 2005,0,US,Red Wine,low,medium,,3000.0,0,1.0
Domaine Ponsot Chapelle-Chambertin Grand Cru (3 Liter - cracked wax capsule) 2005,0,US,Red Wine,low,medium,,750.0,0,1.0
Domaine Ponsot Griotte-Chambertin 2005,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,519.0
Domaine Raphael Sallet Macon-Uchizy Les Maranches 2021,"""Chardonnay",US,White Wine,low,medium,,0.0,0,18.99
Domaine Raymond Usseglio Chateauneuf-du-Pape Girard 2019,"""Rhone Red Blends",US,Red Wine,medium,medium,,0.0,0,48.99
Domaine Raymond Usseglio Chateauneuf-du-Pape La Part des Anges 2019,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,74.99
Domaine Raymond Usseglio Chateauneuf-du-Pape Cuvee Imperiale 2019,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,74.99
Domaine Remi Jobard Meursault Sous la Velle 2019,"""Chardonnay",US,White Wine,high,medium,,0.0,0,88.99
Domaine Remi Jobard Volnay Les Santenots Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,94.99
Domaine Rene Renou Bonnezeaux Les Melleresses (500ML) 2002,"""Chenin Blanc",US,White Wine,high,medium,,0.0,0,64.97
Domaine Rene Renou Bonnezeaux Cuvee Zenith 2002,"""Chenin Blanc",US,White Wine,high,medium,,0.0,0,89.97
Domaine Richard Rottiers Moulin-a-Vent 2019,"""Gamay",US,Red Wine,medium,medium,,0.0,0,26.99
Domaine Robert Chevillon Nuits-Saint-Georges Vieilles Vignes 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,139.99
Domaine Robert Chevillon Bourgogne Pinot Noir 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,91.99
Domaine Robert Chevillon Nuits-Saint-Georges Les Perrieres 1996,"""Pinot Noir",France,Red Wine,high,medium,,0.0,0,199.97
Domaine Robert Chevillon Nuits-Saint-Georges Vieilles Vignes 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,139.99
Domaine Robert Chevillon Nuits-Saint-Georges Les Saint Georges 2004,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,219.97
Domaine Robert Chevillon Bourgogne Passetoutgrain 2019,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,47.99
Domaine Robert Chevillon Nuits-Saint-Georges Les Cailles Premier Cru 2003,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,229.97
Domaine Robert Chevillon Nuits-Saint-Georges Vieilles Vignes 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,124.99
Domaine Robert Chevillon Nuits-Saint-Georges Les Perrieres 2004,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,149.97
Domaine Robert Chevillon Nuits-St-Georges Blanc Vieilles Vignes 2018,"""Pinot Blanc",US,White Wine,high,medium,,0.0,0,159.99
Domaine Robert Chevillon Bourgogne Chardonnay 2018,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,49.99
Domaine Robert Chevillon Nuits-Saint-Georges Les Cailles Premier Cru 1996,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,309.97
Domaine Robert Chevillon Nuits-Saint-Georges Les Perrieres 2014,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,99.97
Domaine Robert Chevillon Nuits-Saint-Georges Les Chaignots Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,169.99
Domaine Robert Groffier Bonnes Mares Grand Cru (slightly torn labels) 1995,"""Pinot Noir",France,Red Wine,high,medium,,0.0,0,589.97
Domaine Robert Groffier Bonnes Mares Grand Cru 2001,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,519.97
Domaine Robert Groffier Chambolle-Musigny Les Sentiers Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,500.99
Domaine Robert Groffier Chambertin Clos de Beze Grand Cru 1995,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,429.97
Domaine Robert Groffier Bourgogne Pinot Noir 2017,"""Pinot Noir",France,Red Wine,high,medium,,0.0,0,86.99
Domaine Robert Groffier Chambolle Musigny Les Amoureuses Premier Cru (torn labels) 2001,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,499.97
Domaine Robert Groffier Chambolle Musigny Les Amoureuses Premier Cru 1995,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,569.97
Domaine Robert Groffier Chambolle-Musigny Les Hauts Doix Premier Cru 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,299.99
Domaine Robert Groffier Chambolle-Musigny Les Hauts Doix Premier Cru 2005,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,339.97
Domaine Robert Groffier Bourgogne Passetoutgrain 2018,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,49.99
Domaine Robert Groffier Chambolle-Musigny Les Hauts Doix Premier Cru 2016,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,349.99
Domaine Robert-Denogent Cuvee Jules Chauvet 2013,"""Gamay",US,Red Wine,medium,medium,,2.6,5,34.99
Domaine Robert-Denogent Vire-Clesse En Chatelaine 2018,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,49.99
Domaine Robert-Denogent Pouilly-Fuisse Cuvee Claude Denogent Les Cras Vieilles Vignes 2015,"""Chardonnay",US,White Wine,high,medium,,0.0,0,58.99
Domaine Robert-Denogent Saint-Veran Les Pommards 2018,"""Chardonnay",US,White Wine,high,medium,,0.0,0,51.99
Domaine Robert-Denogent Pouilly-Fuisse La Croix Vieilles Vignes 2015,"""Chardonnay",US,White Wine,high,medium,,0.0,0,58.99
Domaine Robert-Denogent Cuvee Jules Chauvet 2016,"""Gamay",US,Red Wine,medium,medium,,0.0,0,34.99
Domaine Robert-Denogent Vire-Clesse En Chatelaine 2017,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,49.99
Domaine Robert-Denogent Macon-Villages 2018,"""Chardonnay",US,White Wine,high,medium,,0.0,0,52.99
Domaine Robert-Denogent Macon-Fuisse Les Taches 2017,"""Chardonnay",US,White Wine,high,medium,,0.0,0,51.99
Domaine Rolet Arbois Chardonnay 2018,"""Chardonnay",US,White Wine,medium,medium,,3.9,16,27.99
Domaine Rolet Arbois Rouge Tradition 2018,"""Other Red Blends",US,Red Wine,medium,medium,,3.5,17,25.99
Domaine Rolet Cremant du Jura Brut,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,medium,medium,,3.7,13,22.99
Domaine Rolet Arbois Vin Jaune (375ML half-bottle) 2014,"""Other White Wine",US,White Wine,medium,medium,,0.0,0,43.99
Domaine Rolet Arbois Vieilles Vignes Poulsard 2018,"""Poulsard",US,Red Wine,medium,medium,,3.5,15,28.99
Domaine Rolet Arbois Trousseau 2018,"""Trousseau",US,Red Wine,medium,medium,,4.0,66,30.99
Domaine Rollin Pere et Fils Pernand-Vergelesses Sous Fretille Premier Cru Blanc 2010,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,49.97
Domaine Rollin Pere et Fils Pernand-Vergelesses Les Fichots Premier Cru 2011,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,66.97
Domaine Romaneaux-Destezet Herve Souhaut Syrah 2016,"""Syrah/Shiraz",US,Red Wine,medium,medium,,0.0,0,39.97
Domaine Romaneaux-Destezet Herve Souhaut Syrah 2017,"""Syrah/Shiraz",US,Red Wine,medium,medium,,0.0,0,39.97
Domaine Roulot Meursault Les Luchets 2019,"""Chardonnay",US,White Wine,high,medium,,0.0,0,409.97
Domaine Roulot Meursault Les Meix Chavaux 2019,"""Chardonnay",US,White Wine,high,medium,,0.0,0,389.97
Domaine Roulot Auxey-Duresses Blanc 2019,"""Chardonnay",US,White Wine,high,medium,,0.0,0,149.97
Domaine Roulot Bourgogne Blanc 2014,"""Chardonnay",France,White Wine,high,medium,,0.0,0,165.97
Domaine Roux Pere & Fils Aloxe-Corton Les Valozieres Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,4.9,26,55.99
Domaine Roux Pere & Fils Meursault Clos des Poruzots Premier Cru 2018,"""Chardonnay",US,White Wine,high,medium,,5.0,8,119.99
Domaine Roux Pere & Fils Vougeot Les Petits Vougeots Premier Cru 2019,"""Pinot Noir",US,Red Wine,high,medium,,5.0,22,119.99
Domaine Roux Pere & Fils St-Aubin Les Cortons Premier Cru 2018,"""Chardonnay",US,White Wine,high,medium,,5.0,22,54.99
Domaine Roux Pere & Fils Les Cotilles Chardonnay 2020,"""Chardonnay",France,White Wine,low,medium,,0.0,0,13.99
Domaine Roux Pere & Fils Meursault Vieilles Vignes 2020,"""Chardonnay",US,White Wine,high,medium,,5.0,20,85.99
Domaine Roux Pere & Fils St-Aubin Jadis Premier Cru 2018,"""Chardonnay",US,White Wine,medium,medium,,5.0,23,48.99
Domaine Roux Pere & Fils Chassagne-Montrachet Les Macherelles Premier Cru 2018,"""Chardonnay",US,White Wine,high,medium,,5.0,24,99.99
Domaine Roux Pere & Fils Gevrey-Chambertin Vieilles Vignes 2019,"""Pinot Noir",US,Red Wine,high,medium,,4.9,23,77.99
Domaine Roux Pere & Fils Chassagne-Montrachet 2018,"""Chardonnay",US,White Wine,high,medium,,4.8,31,59.99
Domaine Roux Pere & Fils Les Cotilles Pinot Noir 2020,"""Pinot Noir",France,Red Wine,low,medium,,0.0,0,13.99
Domaine Saint Gayan Trescartes Cotes du Rhone 2017,"""Rhone Red Blends",US,Red Wine,low,medium,,0.0,0,19.99
Domaine Saint Prefert Chateauneuf-du-Pape Blanc 2020,"""Rhone White Blends",US,White Wine,high,medium,,0.0,0,120.99
Domaine Saint Prefert Cotes du Rhone Clos Beatus Ille 2020,"""Rhone Red Blends",US,Red Wine,medium,medium,,0.0,0,32.99
Domaine Saint Prefert Chateauneuf-du-Pape Blanc 2019,"""Rhone White Blends",US,White Wine,high,medium,,0.0,0,73.99
Domaine Saint Prefert Chateauneuf-du-Pape Collection Charles Giraud (1.5 Liter Magnum) 2019,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,269.99
Domaine Saint Prefert Chateauneuf-du-Pape Blanc Cuvee Speciale (1.5 Liter Magnum) 2019,"""Rhone White Blends",US,White Wine,high,medium,,0.0,0,425.99
Domaine Saint Prefert Chateauneuf-du-Pape Collection Charles Giraud 2019,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,165.99
Domaine Saint Prefert Isabel Ferrando Chateauneuf-du-Pape Colombis (1.5 Liter Magnum) 2019,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,289.99
Domaine Saint Prefert Isabel Ferrando Chateauneuf-du-Pape Colombis 2019,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,165.99
Domaine Saint Roch Touraine Sauvignon 2021,"""Sauvignon Blanc",US,White Wine,low,medium,,0.0,0,15.99
Domaine Saint-Damien Gigondas Clovis Saurel 2019,"""Rhone Red Blends",US,Red Wine,medium,medium,,0.0,0,47.99
Domaine Saint-Damien Gigondas Les Souteyrades 2020,"""Rhone Red Blends",US,Red Wine,medium,medium,,0.0,0,36.99
Domaine Saint-Romain Jacquere Blanc 2020,"""Jacquere",US,White Wine,low,medium,,0.0,0,17.99
Domaine Salvard Cheverny Rouge 2021,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,21.99
Domaine Salvard Le Petit Salvard Sauvignon Blanc 2021,"""Sauvignon Blanc",France,White Wine,low,medium,,0.0,0,16.99
Domaine Santa Duc La Crau Ouest Chateauneuf-du-Pape 2019,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,170.99
Domaine Santa Duc Habemus Papam Chateauneuf-du-Pape 2019,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,69.99
Domaine Santa Duc Les Quatre Terres Cotes du Rhone 2020,"""Rhone Red Blends",US,Red Wine,medium,medium,,0.0,0,23.99
Domaine Santa Duc Les Saintes Vierges Chateauneuf-du-Pape 2019,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,104.99
Domaine Santa Duc Clos Derriere Vieille Gigondas 2019,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,86.99
Domaine Santa Duc Les Aubes Vacqueyras 2020,"""Rhone Red Blends",US,Red Wine,medium,medium,,0.0,0,38.99
